"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Memory Workload Analysis","Max Bandwidth","%","10.35",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Memory Workload Analysis","L1/TEX Hit Rate","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Memory Workload Analysis","L2 Persisting Size","Mbyte","25.17",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Memory Workload Analysis","L2 Compression Input Sectors","sector","0",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Memory Workload Analysis","L2 Hit Rate","%","100.03",
"0","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_warm:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Memory Workload Analysis","Mem Pipes Busy","%","3.03",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_read.sum","","n/a",
"1","1522235","python3.13","127.0.0.1","1522235  ""<default domain>:qkv_M1_bf16_eviction_attempt:none:none:none:none:none:none"" ","","triton_tem_fused_addmm_t_view_0","1","7","(128, 1, 1)","(36, 1, 1)","0","12.0","Command line profiler metrics","dram__bytes_write.sum","","n/a",
